Scheme Code,ISIN Div Payout/ ISIN Growth,Scheme Name,Net Asset Value
119708,INF200K01SC4,SBI Magnum Equity Fund - DIRECT PLAN -Dividend,41.1981
119709,INF200K01SE0,SBI Magnum Equity Fund - DIRECT PLAN -GROWTH,102.8854
101295,INF200K01198,SBI Magnum Equity Fund - REGULAR PLAN - Dividend,34.68
104523,INF200K01214,SBI Magnum Equity Fund- REGULAR PLAN - Growth,99.2876
119710,INF200K01SL5,SBI MAGNUM GLOBAL FUND - DIRECT PLAN - DIVIDEND,66.9176
103114,INF200K01255,SBI MAGNUM GLOBAL FUND - REGULAR PLAN -DIVIDEND,54.9099
119711,INF200K01SN1,SBI MAGNUM GLOBAL FUND - DIRECT PLAN -GROWTH,187.4388
103034,INF200K01271,SBI MAGNUM GLOBAL FUND - REGULAR PLAN -GROWTH,179.7426
119715,INF200K01TN9,SBI Magnum MIDCAP FUND - DIRECT PLAN -DIVIDEND,52.2922
102942,INF200K01578,SBI Magnum MIDCAP FUND - REGULAR PLAN -DIVIDEND,35.9814
119716,INF200K01TP4,SBI Magnum MIDCAP FUND - DIRECT PLAN - GROWTH,87.4487
102941,INF200K01560,SBI Magnum MIDCAP FUND - REGULAR PLAN - GROWTH,83.4588
119717,INF200K01UE6,SBI Magnum Multicap Fund - DIRECT PLAN -Dividend Option,27.7942
103216,INF200K01230,SBI Magnum Multicap Fund - REGULAR PLAN -Dividend Option,23.8971
119718,INF200K01UG1,SBI Magnum Multicap Fund - DIRECT PLAN - Growth Option,50.9247
103215,INF200K01222,SBI Magnum Multicap Fund - REGULAR PLAN -Growth Option,48.8557
101530,INF200K01289,SBI Magnum Multiplier Fund - REGULAR PLAN -Dividend,113.6335
119720,INF200K01UH9,SBI Magnum Multiplier Fund -DIRECT PLAN -Dividend,134.053
103024,INF200K01305,SBI Magnum Multiplier Fund - REGULAR PLAN -Growth,225.2258
119721,INF200K01UJ5,SBI Magnum Multiplier Fund -DIRECT PLAN -Growth,230.2564
119827,INF200K01TE8,SBI NIFTY INDEX FUND - DIRECT PLAN - GROWTH,95.8658
102272,INF200K01537,SBI NIFTY INDEX FUND - REGULAR PLAN - GROWTH,93.8176
119826,INF200K01TC2,SBI NIFTY INDEX FUND - DIRECT PLAN - DIVIDEND,49.2057
102273,INF200K01545,SBI NIFTY INDEX FUND- REGULAR PLAN - DIVIDEND,48.0601
119782,INF200K01UN7,SBI PHARMA - DIRECT PLAN -DIVIDEND,111.7488
100644,INF200K01453,SBI PHARMA - REGULAR PLAN - DIVIDEND,95.9475
119783,INF200K01UP2,SBI PHARMA - DIRECT PLAN -GROWTH,135.7022
102823,INF200K01446,SBI PHARMA - REGULAR PLAN -GROWTH,128.4676
119733,INF200K01UW8,SBI PSU Fund - DIRECT PLAN - DIVIDEND,12.7811
119732,INF200K01UY4,SBI PSU Fund - DIRECT PLAN - GROWTH,12.8013
112923,INF200K01BD8,SBI PSU Fund - REGULAR PLAN -Dividend,12.4897
113099,INF200K01BC0,SBI PSU Fund - REGULAR PLAN -Growth,12.4909
125494,INF200K01T28,SBI Smal & Midcap - Regular Plan - Growth,61.4367
125496,INF200K01T69,SBI Small & Midcap - Direct Plan - Dividend,56.3564
125497,INF200K01T51,SBI Small & Midcap - Direct Plan - Growth,64.872
125495,INF200K01T36,SBI Small & Midcap - Regular Plan - Dividend,46.2057
102208,INF200K01511,SBI MAGNUM NRI FLEXIASSET PLAN-DIVIDEND,30.3025
102207,INF200K01503,SBI MAGNUM NRI FLEXIASSET PLAN-GROWTH,30.1918
104763,INF200K01CX4,SBI ONE INDIA FUND - DIVIDEND (PREVIOUSLY CLOSE ENDED UPTO 14/01/2010),10.43
104762,INF200K01CW6,SBI ONE INDIA FUND - GROWTH (PREVIOUSLY CLOSE ENDED UPTO 14/01/2010),10.43
125711,INF680P01042,Shriram Equity and Debt Opportunities Fund,16.7235
125712,INF680P01059,Shriram Equity and Debt Opportunities Fund- (Direct) Dividend,13.2969
125714,INF680P01026,Shriram Equity and Debt Opportunities Fund- Dividend,13.042
125713,INF680P01018,Shriram Equity and Debt Opportunities Fund-Growth,16.3142
112295,INF903J01892,Sundaram PSU Opportunities Dividend Option,11.0715
112294,INF903J01884,Sundaram PSU Opportunities Growth Option,12.1591
119587,INF903J01NC6,Sundaram Select Thematic Funds PSU Opportunities - Direct Plan - Dividend Option,11.252
119586,INF903J01NE2,Sundaram Select Thematic Funds PSU Opportunities -Direct Plan - Growth Option,12.349
119600,INF903J01MW6,Sundaram Entertainment Opportunities Fund - Direct Plan - Dividend Option,15.6453
109132,INF903J01694,Sundaram Entertainment Opportunities Fund - Inst  Dividend,0
109130,INF903J01710,Sundaram Entertainment Opportunities Fund - Inst  Growth,21.775
109131,INF903J01660,Sundaram Entertainment Opportunities Fund - Regular Dividend,15.4447
109129,INF903J01686,Sundaram Entertainment Opportunities Fund - Regular Growth,21.0981
119599,INF903J01MY2,Sundaram Entertainment Opportunities Fund -Direct Plan - Growth Option,21.3857
119565,INF903J01PP3,Sundaram Equity Multiplier - Direct Plan - Dividend Option,22.4371
119566,INF903J01PR9,Sundaram Equity Multiplier - Direct Plan - Growth Option,34.7216
105000,INF903J01DU9,Sundaram Equity Multiplier Fund Dividend,21.5833
105001,INF903J01DT1,Sundaram Equity Multiplier Fund Growth,33.6209
119573,INF903J01NO1,Sundaram Equity plus - Direct Plan - Dividend Option,12.9091
119572,INF903J01NQ6,Sundaram Equity plus - Direct Plan - Growth Option,16.888
115242,INF903J01CL0,Sundaram Equity Plus- Dividend Option,12.3762
115241,INF903J01CK2,Sundaram Equity Plus- Growth Option,16.2614
119596,INF903J01MZ9,Sundaram Financial Services Opportunities Fund - Direct Plan - Dividend Option,22.7298
119597,INF903J01NB8,Sundaram Financial Services Opportunities Fund - Direct Plan - Growth Option,42.9968
109060,INF903J01637,Sundaram Financial Services Opportunities Fund Inst  Dividend,23.0451
109061,INF903J01652,Sundaram Financial Services Opportunities Fund Inst  Growth,44.21
109058,INF903J01603,Sundaram Financial Services Opportunities Fund Reg Dividend,21.9255
109059,INF903J01629,Sundaram Financial Services Opportunities Fund Reg Growth,41.6922
119593,INF903J01MQ8,Sundaram Growth Fund - Direct Plan - Dividend Option,10.8084
119592,INF903J01MS4,Sundaram Growth Fund - Direct Plan - Growth Option,122.0254
112063,INF903J01363,Sundaram Growth Fund- Inst Dividend,11.3979
100612,INF903J01330,Sundaram Growth Fund-Dividend,10.7271
100613,INF903J01355,Sundaram Growth Fund-Growth,119.9317
129212,INF903J01F92,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Direct Plan Growth,38.9489
129213,INF903J01F68,Sundaram Infrastructure Advantage Fund (Erstwhile Sundaram Capex Opportunities) Regular Plan Growth,37.9759
129211,INF903J01G00,Sundaram Infrastructure Advantage Fund (Merger of Capex & Energy Opportunities) Direct Plan Dividend,35.8979
129210,INF903J01F76,Sundaram Infrastructure Advantage Fund (Merger of Capex & Energy Opportunities) Regular Plan Dividend,34.9702
103743,INF903J01546,Sundaram Rural India Fund Dividend,23.5539
113373,INF903J01579,Sundaram Rural India Fund Inst Dividend,38.176
119594,INF903J01NF9,Sundaram Select Thematic Funds Rural India Fund - Direct Plan - Dividend Option,24.3541
102142,INF903J01561,Sundaram Rural India Fund Growth,43.6061
119595,INF903J01NH5,Sundaram Select Thematic Funds Rural India Fund - Direct Plan - Growth Option,44.9017
119588,INF903J01NI3,Sundaram S.M.I.L.E Fund - Direct Plan - Dividend Option,27.9142
119589,INF903J01NK9,Sundaram S.M.I.L.E Fund - Direct Plan - Growth Option,111.7431
100794,INF903J01454,Sundaram S.M.I.L.E.Fund-Dividend,27.0328
100795,INF903J01470,Sundaram S.M.I.L.E.Fund-Growth,108.9478
112207,INF903J01488,Sundaram S.M.I.L.E.Fund-Inst Dividend,28.6886
112064,INF903J01504,Sundaram S.M.I.L.E.Fund-iNST Growth,114.0915
119577,INF903J01MT2,Sundaram Select Focus - Direct Plan - Dividend Option,15.0916
119578,INF903J01MV8,Sundaram Select Focus - Direct Plan - Growth Option,174.876
101536,INF903J01124,Sundaram Select Focus-Dividend,14.654
101537,INF903J01116,Sundaram Select Focus-Growth,170.3004
103953,INF903J01157,Sundaram Select Focus-Inst Dividend,15.3256
108305,INF903J01140,Sundaram Select Focus-Inst Growth,178.7432
119582,INF903J01MH7,Sundaram Select Mid Cap - Direct Plan - Dividend Option,45.1322
119581,INF903J01MJ3,Sundaram Select Mid Cap - Direct Plan - Growth Option,540.9383
101538,INF903J01181,Sundaram Select Midcap-Dividend,43.7386
101539,INF903J01173,Sundaram Select Midcap-Growth,526.8245
111942,INF903J01215,Sundaram Select Midcap-Institutional Dividend,40.1225
111941,INF903J01207,Sundaram Select Midcap-Institutional Growth,552.1382
140448,INF903JA1674,Sundaram Smart Nifty 100 Equal Weight Fund - Direct Plan - Dividend Payout,12.792
140449,-,Sundaram Smart Nifty 100 Equal Weight Fund - Direct Plan - Dividend Reinvestment,12.792
140453,INF903JA1666,Sundaram Smart Nifty 100 Equal Weight Fund - Direct Plan - Growth,12.7909
140451,INF903JA1641,Sundaram Smart Nifty 100 Equal Weight Fund - Regular Plan - Dividend Payout,12.6972
140450,-,Sundaram Smart Nifty 100 Equal Weight Fund - Regular Plan - Dividend Reinvestment,12.6972
140452,INF903JA1633,Sundaram Smart Nifty 100 Equal Weight Fund - Regular Plan - Growth,12.6977
135789,INF277K01Z28,Tata Banking And Financial Services Fund-Direct Plan-Dividend Payout,17.9333
135792,-,Tata Banking And Financial Services Fund-Direct Plan-Dividend Reinvestment,17.9333
135793,INF277K01Z10,Tata Banking And Financial Services Fund-Direct Plan-Growth,17.9333
135790,INF277K01Y94,Tata Banking And Financial Services Fund-Regular Plan -Dividend Payout,15.9256
135791,-,Tata Banking And Financial Services Fund-Regular Plan-Dividend Reinvestment,15.9256
135794,INF277K01Y86,Tata Banking And Financial Services Fund-Regular Plan-Growth,17.3024
135795,INF277K01Z85,Tata Digital India Fund-Direct Plan-Dividend Payout,13.0038
135798,-,Tata Digital India Fund-Direct Plan-Dividend Reinvetsment,13.0038
135800,INF277K01Z77,Tata Digital India Fund-Direct Plan-Growth,13.0038
135796,INF277K01Z51,Tata Digital India Fund-Regular Plan-Dividend Payout,12.5392
135799,-,Tata Digital India Fund-Regular Plan-Dividend Reinvestment,12.5392
135797,INF277K01Z44,Tata Digital India Fund-Regular Plan-Growth,12.5392
102858,INF277K01DD2,Tata Dividend Yield Fund  Regular Plan -( Div),32.019
102859,INF277K01345,Tata Dividend Yield Fund Regular Plan,79.9524
119235,INF277K01MQ5,Tata Dividend Yield Fund-Direct Plan Dividend,34.1612
119234,INF277K01MS1,Tata Dividend Yield Fund-Direct Plan Growth,82.7041
119201,INF277K01MI2,Tata Equity Opportunities Fund -Direct Plan Dividend,45.0732
119202,INF277K01MK8,Tata Equity Opportunities Fund -Direct Plan Growth,218.0361
101823,INF277K01DH3,Tata Equity Opportunities Fund Regular Plan - Dividend,35.5784
101824,INF277K01428,Tata Equity Opportunities Fund Regular Plan - Growth,205.8034
119232,INF277K01MZ6,Tata Equity P/E Fund -Direct Plan Dividend Trigger A (5%),63.6159
119233,INF277K01NB5,Tata Equity P/E Fund -Direct Plan Dividend Trigger B(10%),62.8847
119231,INF277K01ND1,Tata Equity P/E Fund -Direct Plan Growth,147.4815
101672,INF277K01451,Tata Equity P/E Fund Regular Plan -(Growth Option),142.6059
112218,INF277K01DI1,Tata Equity P/E Fund Regular Plan (Dividend Trigger Option A - 5%),62.5301
102428,INF277K01DJ9,Tata Equity P/E Fund Regular Plan (Dividend Trigger Option B - 10%),60.1014
119171,INF277K01NE9,Tata Ethical Fund -Direct Plan Dividend,100.0475
119172,INF277K01NG4,Tata Ethical Fund -Direct Plan Growth,171.3586
101833,INF277K01EH1,Tata Ethical Fund Regular Plan - Dividend,73.0051
100415,INF277K01956,Tata Ethical Fund Regular Plan  - Growth,164.0452
119288,INF277K01PJ3,Tata Index Fund  - Nifty-Direct Plan Nifty,69.2124
119287,INF277K01PK1,Tata Index Fund  - Sensex Direct Plan Sensex,89.6283
101746,INF277K01758,Tata Index Fund - Sensex-Regular Plan,87.5072
101659,INF277K01741,Tata Index Fund - Nifty-Regular  Plan,65.6721
135806,INF277K014A4,Tata India Consumer Fund-Direct Plan-Dividend Payout,18.3941
135801,-,Tata India Consumer Fund-Direct Plan-Dividend Reinvestment,18.3941
135805,INF277K013A6,Tata India Consumer Fund-Direct Plan-Growth,18.3941
135802,INF277K011A0,Tata India Consumer Fund-Regular Plan-Dividend Payout,16.3263
135803,-,Tata India Consumer Fund-Regular Plan-Dividend Reinvestment,16.3263
135804,INF277K010A2,Tata India Consumer Fund-Regular Plan-Growth,17.7443
135807,INF277K010B0,Tata India Pharma & Healthcare Fund-Direct Plan-Dividend Payout,9.2987
135808,-,Tata India Pharma & Healthcare Fund-Direct Plan-Dividend Reinvestment,9.2987
135810,INF277K019A3,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,9.2987
135809,INF277K017A7,Tata India Pharma & Healthcare Fund-Regular Plan-Dividend Payout,8.9762
135811,-,Tata India Pharma & Healthcare Fund-Regular Plan-Dividend Reinvestment,8.9762
135812,INF277K016A9,Tata India Pharma & Healthcare Fund-Regular Plan-Growth,8.9762
119244,INF277K01PO3,Tata Infrastructure Fund -Direct Plan Dividend,36.0751
119243,INF277K01PQ8,Tata Infrastructure Fund -Direct Plan Growth,64.0361
101852,INF277K01DY8,Tata Infrastructure Fund-Regular Plan - Dividend,32.2718
101766,INF277K01782,Tata Infrastructure Fund-Regular Plan- Growth,62.5164
119159,INF277K01QX2,Tata Large Cap Fund -Direct Plan Dividend,57.5645
119160,INF277K01QZ7,Tata Large Cap Fund -Direct Plan Growth,234.4069
100475,INF277K01931,Tata Large Cap Fund Regular Plan - Growth,220.1547
102036,INF277K01EG3,Tata Large Cap Fund -Regular Plan - Dividend Option,52.2889
119182,INF277K01PV8,Tata Mid Cap Growth Fund - Direct Plan Bonus(Growth),130.4191
119177,INF277K01PW6,Tata Mid Cap Growth Fund - Direct Plan Dividend,53.4848
119178,INF277K01PY2,Tata Mid Cap Growth Fund - Direct Plan Growth,150.9424
102326,INF277K01DS0,Tata Mid Cap Growth Fund-Regular Plan - Dividend,43.8266
102328,INF277K01626,Tata Mid Cap Growth Fund Regular Plan- Growth,145.2587
102329,INF277K01634,Tata Mid Cap Growth Fund Regular Plan  - Bonus (Growth),127.624
101609,INF277K01EE8,Tata Regular Savngs Equity Fund - RegularPlan- Monthly Dividend,14.3009
102118,INF277K01EF5,Tata Regular Savings Equity Fund - Regular Plan-Periodic Dividend,14.9421
119958,INF277K01QI3,Tata Regular Savings Equity Fund- Direct Plan -Monthly Dividend,15.2576
119959,INF277K01QK9,Tata Regular Savings Equity Fund- Direct Plan -Periodic Dividend,15.9216
119960,INF277K01QH5,Tata Regular Savings Equity Fund- Direct Plan- Growth,32.7222
101906,INF277K01907,Tata Regular Savings Equity Fund -Regular Plan-Growth,31.1565
135817,INF277K016B7,Tata Resources & Energy Fund-Direct Plan-Dividend Payout,16.5812
135816,-,Tata Resources & Energy Fund-Direct Plan-Dividend Reinvestment,16.5812
135813,INF277K015B9,Tata Resources & Energy Fund-Direct Plan-Growth,16.5812
135814,INF277K013B4,Tata Resources & Energy Fund-Regular Plan-Dividend Payout,14.6709
135818,-,Tata Resources & Energy Fund-Regular Plan-Dividend Reinvestment,14.6709
135815,INF277K012B6,Tata Resources & Energy Fund-Regular Plan-Growth,15.9759
115942,INF277K01FG0,Tata Retirement Savings Fund -Regular Plan -Progressive -Growth,29.658
115943,INF277K01FH8,Tata Retirement Savings Fund Moderate -Regular Plan (Growth),30.1155
119255,INF277K01QN3,Tata Retirement Savings Fund Moderate -Direct Plan Growth,32.2342
119251,INF277K01QO1,Tata Retirement Savings Fund-Direct Plan Growth,32.1448
117313,INF044D01BJ2,Taurus Banking & Financial Services Fund - Regular Plan - Dividend Option,21.11
117312,INF044D01BI4,Taurus Banking & Financial Services Fund - Regular Plan - Growth Option,23.6
118869,INF044D01CO0,Taurus Banking & Financial Services Fund-Direct Plan-Dividend Option,24.6
118868,INF044D01CN2,Taurus Banking & Financial Services Fund-Direct Plan-Growth Option,24.88
108403,INF044D01740,Taurus Bonanza Fund- Regular Plan - Dividend Option,33.29
101209,INF044D01773,Taurus Bonanza Fund- Regular Plan - Growth Option,76.01
118871,INF044D01BY1,Taurus Bonanza Fund-Direct Plan-Dividend Option,34.93
118870,INF044D01BX3,Taurus Bonanza Fund-Direct Plan-Growth Option,79.2
111642,INF044D01781,Taurus Discovery Fund - Regular Plan - Divided Option,41.16
100477,INF044D01815,Taurus Discovery Fund - Regular Plan - Growth Option,46.18
118873,INF044D01CB7,Taurus Discovery Fund-Direct Plan-Dividend Option,42.04
118872,INF044D01CA9,Taurus Discovery Fund-Direct Plan-Growth Option,47.31
111903,INF044D01823,Taurus Ethical Fund -  Regular Plan - Bonus Option,50.31
111788,INF044D01831,Taurus Ethical Fund - Regular Plan - Dividend Option,33.99
111787,INF044D01864,Taurus Ethical Fund - Regular Plan - Growth Option,50.32
118878,INF044D01CM4,Taurus Ethical Fund-Direct Plan-Bonus Option #,17.14
118877,INF044D01CK8,Taurus Ethical Fund-Direct Plan-Dividend Option,35.08
118876,INF044D01CJ0,Taurus Ethical Fund-Direct Plan-Growth Option,52.27
105417,INF044D01906,Taurus Infrastructure Fund - Regular Plan - Growth Option,27.14
105418,INF044D01872,Taurus Infrastructure Fund -Regular Plan - Dividend Option,25.5
118880,INF044D01CE1,Taurus Infrastructure Fund-Direct Plan-Dividend Option,26.25
118879,INF044D01CD3,Taurus Infrastructure Fund-Direct Plan-Growth Option,28.18
112949,INF044D01914,Taurus Nifty Index Fund - Regular Plan - Dividend Option,20.1879
112948,INF044D01948,Taurus Nifty Index Fund - Regular Plan - Growth Option,20.1879
118882,INF044D01CR3,Taurus Nifty Index Fund-Direct Plan-Dividend Option,20.7982
118881,INF044D01CQ5,Taurus Nifty Index Fund-Direct Plan-Growth Option,21.0495
100476,INF044D01989,Taurus Starshare - Regular Plan - Growth Option,118.76
111640,INF044D01955,Taurus Starshare- Regular Plan -  Dividend Option,76.11
118884,INF044D01BV7,Taurus Starshare-Direct Plan-Dividend Option,76.32
118883,INF044D01BU9,Taurus Starshare-Direct Plan-Growth Option,122.82
119293,INF582M01658,Union Equity Fund - Direct Plan - Dividend Option,20.19
119292,INF582M01633,Union Equity Fund - Direct Plan - Growth Option,20.19
115290,INF582M01120,Union Equity Fund - Dividend Option,14.4
115270,INF582M01104,Union Equity Fund - Growth Option,19.43
141249,INF582M01CV5,Union Focussed Largecap Fund - Direct Plan - Dividend Option,10.94
141248,INF582M01CU7,Union Focussed Largecap Fund - Direct Plan - Growth Option,10.94
141250,INF582M01CR3,Union Focussed Largecap Fund - Regular Plan - Dividend Option,10.84
141247,INF582M01CQ5,Union Focussed Largecap Fund - Regular Plan - Growth Option,10.84
142037,INF582M01DG4,Union Prudence Fund - Direct Plan - Dividend Option,9.97
142038,INF582M01DE9,Union Prudence Fund - Direct Plan - Growth Option,9.97
142036,INF582M01DK6,Union Prudence Fund - Regular Plan - Dividend Option,9.96
142035,INF582M01DI0,Union Prudence Fund - Regular Plan - Growth Option,9.96
129646,INF582M01BW5,Union Small and Midcap Fund - Direct Plan - Dividend Option,16.22
129649,INF582M01BU9,Union Small and Midcap Fund - Direct Plan - Growth Option,17.36
129648,INF582M01CA9,Union Small and Midcap Fund - Regular Plan - Dividend Option,15.68
129647,INF582M01BY1,Union Small and Midcap Fund - Regular Plan - Growth Option,16.81
100669,INF789F01513,UTI - Equity Fund-Growth Option,132.9543
120662,INF789F01TC4,UTI - Equity Fund-Growth Option - Direct,135.5151
100668,INF189A01053,UTI - Equity Fund-Income Option,101.1839
120663,INF789F01TA8,UTI - Equity Fund-Income Option - Direct,103.2725
100712,-,UTI - INDEX SELECT FUND-Growth Option,35.58
100711,-,UTI - INDEX SELECT FUND-Income Option,15.56
100651,INF789F01976,UTI - Master Share-Growth Option,119.5051
120656,INF789F01US8,UTI - Master Share-Growth Option - Direct,122.6889
100650,INF189A01038,UTI - Master Share-Income Option,34.5795
120657,INF789F01UQ2,UTI - Master Share-Income Option - Direct,35.7597
100740,INF789F01844,UTI - MNC Fund (UGS 10000)-Growth Option,199.1871
120682,INF789F01UD0,UTI - MNC Fund (UGS 10000)-Growth Option - Direct,207.7575
100739,INF789F01828,UTI - MNC Fund (UGS 10000)-Income Option,106.071
120681,INF789F01UB4,UTI - MNC Fund (UGS 10000)-Income Option- Direct,111.0782
100822,INF789F01JN2,UTI - NIFTY Index Fund-Growth Option,70.8353
